,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
27427,23,2,5563,1,8,1,10,2,0,1,90,0,39,0,0
22284,37,5,7054,15,15,1,7,1,0,0,0,0,59,0,0
28755,25,2,3352,11,9,1,9,1,0,0,0,0,49,0,0
1882,27,1,15001,1,8,1,7,2,0,1,0,0,39,6,0
2871,30,4,7181,1,8,1,3,1,0,0,0,0,59,0,0
16167,30,2,17890,1,8,1,9,1,0,0,67,0,44,0,0
20980,13,2,4511,0,12,1,1,1,0,0,0,0,44,0,0
31454,13,2,19611,1,8,1,0,2,0,1,90,0,39,0,0
9688,5,0,10515,7,7,0,1,0,0,0,0,0,49,0,0
1921,21,2,5207,9,13,1,10,1,1,0,0,0,39,0,0
2840,27,2,2398,2,14,0,7,0,0,0,104,0,39,0,0
10155,42,2,7882,12,11,1,10,1,0,0,90,0,19,0,0
18955,20,1,802,0,12,1,10,1,0,0,0,0,64,0,0
25312,16,2,9690,0,12,1,7,1,0,0,0,0,39,0,0
23528,55,3,13347,1,8,1,0,1,0,0,0,0,39,0,0
17796,20,2,5601,11,9,1,1,1,0,0,0,0,59,0,0
5521,27,2,11279,11,9,1,11,1,0,0,0,0,69,0,0
22142,15,3,2734,0,12,1,0,1,0,0,0,0,34,0,0
30404,14,2,8721,0,12,2,1,0,0,1,0,0,49,0,0
17245,35,2,13333,1,8,1,9,1,0,0,0,0,44,0,0
18091,12,3,17366,11,9,1,2,1,0,0,0,0,39,0,0
18695,28,2,11630,7,7,1,9,1,0,0,93,0,39,0,0
18825,16,2,5464,1,8,1,13,1,0,0,0,0,79,0,0
12659,32,5,15002,0,12,1,0,1,0,0,0,0,39,0,0
31266,28,5,9949,2,14,1,7,1,0,0,107,0,42,0,0
652,18,2,16840,15,15,1,7,1,2,0,0,0,39,14,0
15804,27,2,12591,1,8,0,1,0,0,0,0,20,54,40,0
19716,21,1,16398,0,12,1,9,1,0,0,90,0,49,0,0
13186,15,2,5762,0,12,1,7,2,0,1,0,47,31,0,0
25195,34,2,13171,0,12,1,7,1,3,0,107,0,39,0,0
11576,19,2,12064,0,12,1,1,2,0,1,0,0,39,0,0
1355,44,1,372,1,8,1,12,1,0,0,0,44,59,0,0
14000,37,5,3361,1,8,1,1,1,0,0,93,0,59,0,0
31357,6,2,6760,9,13,1,7,1,2,0,0,46,49,23,0
15382,34,2,4256,9,13,1,7,1,0,0,0,0,46,0,0
23404,30,5,18470,1,8,1,1,1,0,0,0,0,39,0,0
22204,17,2,1678,1,8,1,10,1,0,0,0,44,49,0,0
31966,36,0,14050,15,15,1,7,1,0,0,0,0,49,0,0
30852,37,2,9195,0,12,1,1,1,0,0,0,0,39,0,0
31729,17,2,19075,0,12,1,1,1,0,0,0,0,39,0,0
19797,41,2,4527,0,12,6,1,4,0,0,96,0,39,0,0
22985,28,2,7181,0,12,1,10,1,0,0,107,0,39,0,0
14919,7,2,1130,0,12,1,1,1,0,0,0,0,54,40,0
22933,40,5,869,2,14,1,7,1,0,0,0,0,35,0,0
21281,45,5,1704,0,12,1,12,1,0,0,0,75,59,0,0
15830,36,2,16787,1,8,1,10,1,0,0,0,0,51,0,0
17694,33,2,1418,1,8,1,2,1,0,0,0,0,39,0,0
16342,36,2,18364,11,9,1,1,2,0,1,0,0,39,0,0
29138,14,1,2622,15,15,1,7,1,0,0,0,0,39,0,0
883,21,2,3278,0,12,1,9,1,0,0,0,0,49,0,0
32164,18,2,12541,0,12,0,9,0,0,0,99,0,44,0,0
13502,13,2,3023,13,10,1,7,1,0,0,0,0,39,0,0
23528,55,3,13347,1,8,1,0,1,0,0,0,0,39,0,0
5013,31,4,6737,9,13,1,7,1,0,0,0,0,39,0,0
29268,9,4,2292,11,9,1,3,1,0,0,0,0,54,0,0
9070,41,2,11639,0,12,1,1,1,0,0,0,0,44,0,0
29236,41,5,2516,11,9,1,1,1,0,0,90,0,59,0,0
9639,29,2,17914,0,12,1,1,1,0,0,0,0,54,0,0
5121,33,2,2251,1,8,1,10,1,0,0,49,0,39,0,0
67,36,2,8809,1,8,1,0,2,0,1,0,0,39,0,0
20417,25,5,75,9,13,2,1,4,2,0,0,62,59,23,0
20152,35,5,4765,0,12,1,9,1,0,0,107,0,49,0,0
18814,26,1,11279,2,14,1,7,1,0,0,0,0,59,0,0
14882,18,2,7972,0,12,1,0,1,2,0,0,0,39,5,0
24321,30,2,9523,1,8,2,10,0,1,0,96,0,43,0,0
14412,51,2,8371,1,8,1,7,1,0,0,0,0,39,6,0
3494,8,2,1040,0,12,0,1,0,0,1,0,0,39,0,0
16667,28,5,7356,2,14,1,7,1,0,0,0,0,34,0,0
25336,37,3,226,1,8,1,0,1,0,0,0,0,39,0,0
3050,40,5,9054,2,14,1,11,1,0,0,107,0,49,0,0
12924,20,2,1321,0,12,0,10,0,0,0,0,0,85,0,0
1814,32,2,10715,1,8,1,9,1,0,0,0,0,39,0,0
11121,26,2,10441,11,9,1,13,1,0,0,0,0,47,0,0
29699,18,5,2042,0,12,1,1,1,0,0,0,0,49,0,0
28136,19,2,8949,9,13,1,7,1,0,0,90,0,54,0,0
21314,9,2,4271,11,9,1,0,1,0,0,0,0,39,0,0
12133,18,1,7469,1,8,1,10,1,0,0,0,0,59,0,0
4850,43,1,18968,1,8,1,10,1,0,0,0,0,41,0,0
17393,23,2,13561,9,13,1,1,1,0,0,0,0,64,0,0
17227,39,1,13496,11,9,1,8,1,0,0,0,0,44,0,0
6101,8,4,3063,0,12,1,7,1,0,0,0,50,39,0,0
11976,13,2,5908,0,12,1,7,1,0,0,117,0,34,0,0
21435,37,1,3848,1,8,1,11,1,0,0,0,0,59,0,0
13038,41,2,13106,10,4,1,6,1,0,0,0,0,49,0,0
30519,17,4,3205,0,12,1,7,2,0,1,0,0,45,0,0
1387,23,1,15837,11,9,2,1,5,0,0,0,20,68,4,0
454,27,1,14365,1,8,1,9,2,0,1,0,0,39,0,0
12208,33,2,7643,12,11,1,13,1,0,0,0,0,49,0,0
267,47,2,37,1,8,1,1,1,0,0,0,0,39,0,0
10355,30,3,13922,0,12,1,3,1,1,0,0,0,49,0,0
14656,21,2,11304,9,13,1,1,1,0,0,0,0,44,0,0
20906,42,2,6845,1,8,1,0,1,0,0,0,0,39,0,0
8857,29,2,13293,0,12,0,1,0,0,0,0,0,54,0,0
23439,28,0,11855,9,13,1,7,1,0,0,0,0,44,0,0
11193,28,2,11470,1,8,1,13,1,0,0,0,0,44,0,0
32464,28,5,9149,0,12,1,1,1,0,0,0,0,44,0,0
3022,34,2,101,0,12,1,10,1,0,0,0,0,39,0,0
25087,23,2,12741,0,12,1,7,1,0,0,0,0,59,0,0
3206,28,4,8004,0,12,1,1,1,0,0,0,50,49,0,0
28058,38,2,3715,0,12,1,9,1,0,0,0,0,39,0,0
20268,35,2,17017,0,12,1,10,1,0,0,0,0,49,0,0
21557,31,2,7648,13,10,1,10,1,0,0,93,0,39,0,0
22146,13,2,3421,0,12,1,9,1,0,0,0,0,49,0,0
9194,22,0,3532,15,15,1,7,1,0,0,0,0,49,0,0
11091,32,2,3802,11,9,1,7,1,0,0,0,44,43,0,0
20001,19,2,14100,0,12,1,1,1,0,0,0,0,49,0,0
25065,20,2,15123,13,10,1,7,1,0,0,0,0,47,0,0
21978,24,4,728,0,12,1,7,1,0,0,0,0,34,0,0
1612,28,2,1250,9,13,1,7,1,0,0,0,0,35,40,0
16684,23,2,5466,13,10,1,7,1,0,0,0,0,39,0,0
11638,31,2,6040,11,9,1,0,1,0,0,0,0,39,0,0
21328,29,3,17967,11,9,1,10,1,0,0,0,0,39,0,0
26437,17,2,15268,11,9,1,7,1,0,0,90,0,49,0,0
27077,38,2,19405,10,4,2,10,4,0,1,117,0,36,0,0
26465,17,1,13070,15,15,1,7,1,0,0,0,0,31,2,0
3273,16,2,14144,1,8,1,10,1,0,0,0,0,49,0,0
20984,30,2,16581,0,12,1,1,1,0,0,0,46,39,0,0
950,27,0,9261,1,8,1,7,2,0,1,0,0,39,0,0
32457,16,2,6493,9,13,1,2,1,2,0,0,0,49,0,0
8790,19,2,3075,1,8,1,0,2,0,1,0,0,39,0,0
8725,31,4,18008,0,12,1,7,2,0,1,0,0,49,0,0
23055,18,2,4059,0,12,1,7,1,0,0,0,0,47,0,0
25160,21,2,5169,1,8,1,9,1,0,0,0,0,54,0,0
1992,30,2,18732,11,9,0,9,0,0,0,0,0,68,0,0
872,54,1,6792,9,13,1,9,1,0,0,101,0,39,0,0
15125,24,2,16161,11,9,1,13,1,0,0,90,0,41,0,0
24034,25,2,808,0,12,1,9,1,0,0,0,0,39,0,0
30999,12,2,17210,9,13,0,9,0,0,0,0,0,49,0,0
15071,22,2,9291,1,8,4,1,0,0,0,105,0,39,0,0
21451,36,5,7670,9,13,1,9,1,0,0,0,0,64,0,0
17115,34,2,15568,11,9,1,1,1,0,0,0,0,59,0,0
19763,16,0,13487,15,15,1,7,2,0,1,0,0,47,0,0
23961,41,0,16382,9,13,1,1,1,0,0,0,0,39,0,0
10028,18,2,15369,0,12,1,7,1,0,0,0,0,44,0,0
16914,13,3,17486,0,12,1,7,1,0,0,0,0,39,0,0
26794,41,2,12027,11,9,2,0,0,1,1,0,0,54,0,0
29470,18,2,16457,11,9,1,7,1,0,0,0,0,39,0,0
355,21,3,3281,1,8,1,0,1,0,0,0,0,39,0,0
27972,14,2,7321,11,9,1,11,1,0,0,78,0,39,0,0
1693,36,0,16444,1,8,1,1,2,0,1,107,0,39,0,0
31104,30,4,11969,1,8,1,11,1,0,0,78,0,39,0,0
248,23,2,12584,12,11,1,2,1,0,0,0,50,59,0,0
16204,24,2,18516,0,12,1,7,1,0,0,93,0,54,0,0
6814,38,2,17324,11,9,1,1,2,0,1,0,0,39,0,0
8262,13,2,13885,0,12,1,1,1,1,0,0,0,41,0,0
28796,21,0,12010,0,12,1,1,2,1,1,0,0,29,0,0
16721,11,2,7081,11,9,1,9,1,0,0,0,47,54,0,0
23295,22,1,7577,1,8,2,12,0,0,0,96,0,49,0,0
23045,17,2,8015,11,9,1,10,1,0,0,0,0,39,0,0
16190,22,2,15388,0,12,0,1,0,0,0,0,0,39,0,0
22040,6,0,16692,0,12,0,7,0,0,0,99,0,39,0,0
18935,26,5,7289,13,10,1,1,5,0,0,0,0,49,0,0
26182,27,3,331,0,12,2,2,0,0,0,0,68,39,0,0
28830,27,2,10176,2,14,1,1,1,0,0,0,0,54,0,0
27213,27,2,6031,12,11,1,1,1,0,0,0,0,53,0,0
26080,32,2,14976,1,8,1,9,1,0,0,0,0,39,0,0
25311,12,2,2671,2,14,0,7,4,0,0,114,0,44,3,0
28126,17,2,12978,0,12,1,1,1,0,0,0,0,39,0,0
17058,11,2,12108,12,11,0,1,0,0,0,0,0,64,0,0
1463,22,2,1460,1,8,1,11,1,0,0,0,0,39,0,0
19470,26,2,1522,1,8,2,1,4,0,1,0,0,39,0,0
14668,13,2,10357,0,12,1,7,1,0,0,0,0,39,0,0
19791,30,4,2654,11,9,2,1,0,0,0,0,0,55,0,0
28851,44,2,7060,9,13,1,1,1,0,0,0,0,59,0,0
28076,24,2,12870,9,13,1,1,2,0,1,0,0,39,0,0
8029,12,2,13246,9,13,1,1,2,0,1,0,0,39,0,0
19436,18,2,3917,13,10,1,2,1,0,0,0,0,39,0,0
2883,28,2,16027,9,13,2,1,0,0,1,0,0,49,0,0
5176,8,2,7926,1,8,1,9,3,0,0,0,0,25,0,0
31245,46,2,5001,11,9,1,7,1,0,0,67,0,39,0,0
26323,43,1,4083,1,8,1,9,1,0,0,0,0,68,0,0
19417,27,2,7380,9,13,1,1,2,0,1,0,0,23,0,0
13222,21,2,14875,0,12,1,9,1,0,0,0,0,68,0,0
24734,16,2,1658,9,13,1,1,1,0,0,0,0,39,0,0
21190,25,4,13001,9,13,0,7,0,0,1,0,0,39,0,0
25211,25,1,314,2,14,2,7,4,0,0,0,0,59,0,0
12049,29,3,13010,9,13,1,1,1,0,0,0,50,39,0,0
3958,25,2,17382,11,9,1,10,1,1,0,0,0,39,0,0
30244,33,5,10928,2,14,1,7,1,0,0,117,0,54,0,0
6992,14,2,10046,12,11,1,9,1,0,0,67,0,44,0,0
7868,32,0,5393,11,9,1,13,1,0,0,0,0,39,0,0
13212,22,1,10641,1,8,1,10,1,0,0,0,0,69,0,0
27840,18,2,15810,0,12,1,9,1,0,0,0,0,39,0,0
31763,22,2,6098,11,9,1,1,1,0,0,0,0,49,0,0
11015,18,2,6765,1,8,1,13,1,0,0,0,0,59,0,0
20535,18,4,17081,1,8,1,3,1,1,0,90,0,34,0,0
8209,18,2,7558,0,12,1,1,1,0,0,0,0,49,0,0
31652,23,2,6059,11,9,1,13,1,0,0,67,0,49,0,0
8975,27,2,10068,1,8,1,10,1,0,0,0,0,39,0,0
23244,41,2,15102,1,8,1,12,1,0,0,0,0,52,0,0
26017,8,2,14806,11,9,0,11,0,0,0,99,0,49,0,0
21325,26,2,19251,12,11,0,7,0,0,0,0,0,49,0,0
15453,30,0,3657,1,8,1,0,2,0,1,0,0,39,0,0
14962,18,2,10559,1,8,2,11,0,0,1,0,0,59,0,0
17518,30,2,4744,1,8,1,9,1,0,0,0,0,39,0,0
25859,19,0,2890,11,9,1,1,2,0,1,90,0,38,0,0
4540,24,2,3261,13,10,1,0,2,0,1,93,0,43,0,0
18481,27,2,13763,1,8,1,10,1,0,0,0,0,44,0,0
24348,22,2,3573,1,8,1,10,1,0,0,0,0,39,0,0
24164,25,5,16282,2,14,1,7,1,0,0,107,0,64,0,0
4659,21,2,4519,11,9,1,11,1,0,0,90,0,49,0,0
6197,25,2,10421,1,8,1,1,2,0,1,0,0,39,0,0
11587,23,2,5161,11,9,1,10,1,0,0,78,0,39,0,0
20471,23,2,19700,11,9,1,7,1,0,0,0,0,39,0,0
2724,28,4,13749,0,12,2,7,4,0,1,75,0,49,0,0
31364,44,1,4637,10,4,1,9,1,0,0,0,0,57,0,0
25509,45,2,13027,1,8,1,7,1,0,0,0,0,39,0,0
20465,22,2,11779,2,14,1,7,1,2,0,0,75,66,23,0
619,29,2,3785,2,14,1,7,1,0,0,107,0,44,0,0
17315,40,4,11727,9,13,1,3,1,0,0,0,0,13,0,0
13543,37,2,7935,11,9,1,3,1,0,0,0,0,39,0,0
3478,18,2,18173,0,12,0,9,4,0,1,0,0,39,0,0
13010,22,5,12186,9,13,1,7,2,0,1,0,0,39,0,0
13644,30,2,11103,0,12,1,9,1,1,0,0,0,39,0,0
18825,16,2,5464,1,8,1,13,1,0,0,0,0,79,0,0
9131,34,1,2362,9,13,2,7,4,0,0,0,0,59,0,0
2287,29,4,13225,0,12,1,7,1,0,0,0,0,34,0,0
5643,21,2,15447,1,8,1,2,1,0,0,0,0,49,0,0
27442,24,4,839,11,9,1,0,1,0,0,0,0,39,0,0
8413,14,2,13873,11,9,1,10,1,0,0,0,0,54,0,0
16062,10,2,7604,11,9,1,7,1,0,0,0,0,49,0,0
30246,32,4,17025,2,14,1,7,2,0,1,0,50,59,0,0
9867,20,2,13940,11,9,1,9,1,0,0,0,0,43,0,0
16909,20,1,5239,9,13,1,1,1,0,0,0,0,59,0,0
15388,18,2,10781,0,12,0,9,0,0,0,0,0,39,0,0
17200,33,2,3995,0,12,1,12,1,0,0,0,0,44,0,0
28064,30,4,3808,11,9,1,8,1,0,0,0,0,39,0,0
27841,21,2,4753,0,12,1,7,2,0,1,107,0,39,0,0
9439,41,2,13616,4,5,1,11,1,0,0,0,46,39,0,0
9822,8,2,1763,13,10,1,9,2,0,1,0,0,41,0,0
15487,32,2,1611,0,12,1,7,1,0,0,0,0,39,0,0
18332,25,4,3655,0,12,1,7,1,0,0,0,0,59,0,0
4421,36,2,2969,1,8,1,1,1,0,0,117,0,39,0,0
21044,43,5,9939,11,9,1,1,1,0,0,0,0,39,0,0
31618,25,2,129,11,9,1,10,1,0,0,93,0,39,0,0
16803,22,4,12235,9,13,1,7,1,0,0,90,0,39,0,0
14390,28,2,18226,13,10,1,7,1,0,0,0,47,41,0,0
25460,17,2,231,1,8,2,10,0,3,0,0,0,47,0,0
29622,34,3,16860,11,9,1,7,1,0,0,0,0,39,0,0
9204,20,2,14770,0,12,1,2,1,0,0,0,0,49,0,0
31674,34,2,16743,0,12,1,1,1,0,0,0,0,59,0,0
11847,18,4,1219,9,13,0,7,0,0,0,0,0,59,0,0
25817,24,2,6487,0,12,1,1,1,0,0,93,0,44,0,0
13434,21,2,10993,0,12,1,1,1,0,0,90,0,49,0,0
31831,26,4,707,1,8,1,1,1,4,0,0,46,39,0,0
22829,44,3,7339,2,14,1,7,1,0,0,0,0,49,0,0
28159,45,4,4853,9,13,1,7,2,0,1,0,0,39,0,0
16759,11,2,2198,0,12,1,9,1,0,0,0,0,44,0,0
11325,33,1,17437,1,8,1,1,1,0,0,0,46,39,0,0
9217,30,2,12931,0,12,1,1,1,0,0,0,0,44,0,0
26202,29,2,15223,0,12,1,1,1,0,0,0,0,59,0,0
7385,8,2,3793,0,12,0,12,3,0,0,114,0,49,0,0
12179,7,2,5060,1,8,1,6,1,0,0,67,0,39,0,0
6143,11,4,11022,9,13,1,7,2,0,1,0,0,19,0,0
10284,46,3,3303,11,9,1,2,1,0,0,0,0,17,0,0
31697,21,2,19243,11,9,1,10,1,2,0,0,0,39,0,0
31080,15,2,11385,0,12,1,9,1,0,0,0,47,39,0,0
3368,23,1,13713,2,14,1,7,1,0,0,117,0,68,0,0
7732,26,2,18468,2,14,4,2,0,0,0,0,0,49,8,0
2175,10,2,18656,0,12,1,7,2,0,1,0,0,39,0,0
4874,33,2,10294,11,9,1,0,2,0,1,0,47,37,0,0
4341,19,2,9046,1,8,1,10,1,0,0,0,0,51,0,0
32458,19,2,14544,0,12,1,7,1,0,0,0,50,44,0,0
6716,41,5,7568,1,8,1,1,2,0,1,0,0,19,0,0
15070,31,2,7649,0,12,1,0,1,0,0,0,0,34,0,0
24104,44,2,2243,1,8,1,10,1,0,0,0,0,44,0,0
20417,25,5,75,9,13,2,1,4,2,0,0,62,59,23,0
18812,29,5,4429,9,13,1,1,1,0,0,0,0,54,0,0
30078,37,2,19579,11,9,0,1,0,0,1,0,0,44,0,0
18300,28,0,3694,15,15,1,7,1,0,0,0,0,39,0,0
23305,20,2,16852,13,10,1,7,2,0,1,0,46,34,0,0
4940,21,2,12552,1,8,1,13,1,0,0,0,0,47,0,0
28452,36,2,2210,9,13,1,7,1,2,0,67,0,39,23,0
6137,19,2,14574,13,10,1,9,1,0,0,0,0,49,0,0
27332,29,2,19157,0,12,1,9,1,0,0,0,0,49,3,0
15100,45,5,14952,0,12,2,9,0,0,0,117,0,39,0,0
18385,26,2,9861,0,12,1,1,1,2,0,0,0,49,0,0
4629,28,2,8716,11,9,1,0,2,0,1,0,0,23,2,0
31673,24,2,8543,0,12,1,0,1,2,0,49,0,34,5,0
22793,22,2,9459,1,8,1,11,1,1,0,0,46,39,0,0
4492,20,4,14301,0,12,1,7,2,0,1,107,0,49,0,0
32256,24,2,10027,15,15,0,13,0,0,1,0,0,39,0,0
15847,29,4,5619,9,13,1,7,1,1,0,0,0,37,0,0
15829,27,2,3146,1,8,1,10,2,0,1,0,0,39,0,0
10528,38,2,3752,0,12,1,1,1,0,0,0,0,49,0,0
18814,26,1,11279,2,14,1,7,1,0,0,0,0,59,0,0
19436,18,2,3917,13,10,1,2,1,0,0,0,0,39,0,0
12568,36,4,12315,9,13,1,1,1,0,0,0,0,42,0,0
19005,28,2,8550,0,12,0,7,0,0,1,0,0,39,0,0
29618,27,2,19404,1,8,2,0,4,0,1,0,0,39,0,0
22266,39,2,2766,11,9,1,10,1,0,0,0,0,39,0,0
15744,30,2,19409,13,10,1,7,1,0,0,0,0,39,0,0
12241,11,2,19425,8,6,1,10,0,0,0,0,0,59,0,0
15875,42,2,4707,1,8,1,0,1,0,0,0,0,44,0,0
7968,41,2,16738,11,9,1,1,1,0,0,93,0,44,0,0
14599,19,2,14205,1,8,1,10,1,0,0,0,0,63,0,0
5290,30,1,14431,11,9,1,7,1,4,0,0,0,54,0,0
24170,24,0,1312,0,12,1,0,1,0,0,0,0,49,0,0
7786,32,4,10508,9,13,1,3,1,0,0,0,0,39,0,0
3845,26,0,11908,0,12,1,0,1,0,0,0,0,39,0,0
25082,24,2,9373,11,9,1,9,1,0,0,0,0,39,0,0
31322,22,2,3925,13,10,1,10,1,0,0,0,0,49,0,0
8213,20,2,4235,9,13,1,1,1,0,0,107,0,44,0,0
25022,26,2,4874,0,12,0,9,0,0,0,0,0,59,0,0
13639,19,1,785,14,3,1,13,1,0,0,90,0,44,0,0
15105,27,5,19778,11,9,2,9,3,0,0,0,0,44,0,0
27916,12,2,1251,0,12,1,7,2,0,1,0,47,49,0,0
22890,21,2,19773,0,12,1,1,1,0,0,0,0,62,0,0
12693,34,0,7643,11,9,1,9,1,0,0,0,46,39,0,0
23916,17,2,17185,0,12,1,7,1,0,0,0,0,39,0,0
7591,19,2,9019,1,8,1,13,1,0,0,0,0,43,0,0
29103,30,2,10507,1,8,1,9,1,0,0,0,0,54,0,0
26217,27,2,7059,11,9,1,1,1,0,0,0,0,39,0,0
10524,9,2,17782,0,12,0,7,0,0,1,0,0,39,0,0
6420,17,2,1421,0,12,0,9,0,0,0,114,0,39,0,0
26305,10,2,12563,0,12,1,2,1,2,0,0,0,39,23,0
6313,33,2,16347,0,12,2,1,0,0,0,0,0,54,0,0
19474,39,2,15030,0,12,1,7,1,0,0,0,0,49,0,0
1713,21,2,7718,0,12,1,9,1,0,0,0,0,39,0,0
25707,36,0,7496,4,5,1,11,1,0,0,0,0,39,0,0
27214,13,2,7571,0,12,1,10,1,2,0,0,0,35,31,0
32560,35,5,16689,1,8,1,1,2,0,1,107,0,39,0,0
2631,15,2,11353,0,12,1,2,1,0,0,107,0,39,0,0
27226,34,2,1335,9,13,1,1,1,0,0,90,0,49,0,0
24638,32,2,10608,1,8,1,9,1,0,0,117,0,64,0,0
11979,17,2,2173,1,8,1,11,1,2,0,0,0,39,0,0
20046,27,2,1868,9,13,1,1,1,0,0,0,0,39,0,0
27456,23,2,3119,0,12,1,7,1,0,0,0,0,45,0,0
10849,28,2,7031,0,12,1,1,1,0,0,0,0,37,0,0
6192,21,2,15550,11,9,1,0,2,0,1,0,0,34,0,0
20823,17,3,11921,11,9,1,0,1,1,0,0,0,39,0,0
18050,19,2,10826,1,8,1,0,2,0,1,0,0,39,0,0
1963,32,2,15919,0,12,1,9,1,0,0,0,0,49,0,0
18917,30,2,5848,1,8,1,10,1,0,0,0,0,39,0,0
21960,38,2,15376,11,9,1,1,1,0,0,0,0,59,0,0
26419,10,2,11314,0,12,1,9,1,0,0,0,0,44,0,0
12712,10,2,13122,2,14,1,7,1,0,0,0,0,41,0,0
5518,22,4,6516,0,12,1,7,1,0,0,0,0,34,0,0
30734,32,2,2106,1,8,1,10,1,0,0,0,0,39,0,0
28952,25,1,18478,0,12,1,7,1,0,0,0,46,39,0,0
14022,40,1,16811,0,12,1,1,1,0,0,67,0,12,0,0
2180,19,2,19211,12,11,1,1,2,0,1,0,0,49,0,0
26980,37,2,19535,11,9,1,7,1,0,0,0,0,39,0,0
7035,34,2,13244,0,12,0,9,0,0,1,0,20,42,0,0
6528,46,1,5602,0,12,1,7,1,0,0,0,0,39,0,0
21190,25,4,13001,9,13,0,7,0,0,1,0,0,39,0,0
21451,36,5,7670,9,13,1,9,1,0,0,0,0,64,0,0
11343,20,1,510,1,8,2,12,0,0,0,114,0,39,0,0
12026,39,2,11484,4,5,1,8,1,0,0,0,0,34,1,0
10626,13,2,2550,13,10,1,13,1,0,0,0,0,39,0,0
25862,31,1,18520,1,8,1,10,1,0,0,0,47,39,0,0
11485,26,2,12661,2,14,3,7,0,0,0,117,0,39,0,0
9865,27,2,2151,11,9,1,9,1,2,0,0,47,39,0,0
27633,15,4,4,12,11,1,3,1,0,0,0,0,55,40,0
31826,19,5,15233,11,9,1,3,1,0,0,0,0,59,0,0
32025,33,2,6530,11,9,1,10,1,0,0,0,0,39,0,0
23260,20,2,9736,0,12,1,1,2,0,1,93,0,44,0,0
21624,24,5,5638,1,8,1,9,1,0,0,0,46,54,0,0
21044,43,5,9939,11,9,1,1,1,0,0,0,0,39,0,0
18083,21,2,18526,9,13,0,0,0,0,1,0,0,49,6,0
10140,34,2,3214,1,8,0,10,0,0,0,0,0,39,0,0
3817,34,5,17222,9,13,1,1,1,0,0,0,0,49,0,0
15621,24,2,12651,1,8,1,1,1,0,0,0,0,39,0,0
15651,28,2,170,0,12,1,10,1,0,0,0,0,69,0,0
7143,25,5,16270,15,15,1,7,1,0,0,0,50,59,0,0
13377,25,2,15585,0,12,2,7,4,0,0,0,6,49,0,0
27769,10,2,17240,12,11,1,0,1,0,0,0,0,39,0,0
11606,13,2,8305,13,10,1,7,1,0,0,78,0,51,0,0
4411,26,2,17196,9,13,1,7,1,0,0,0,0,49,0,0
15211,19,2,641,13,10,0,0,0,0,0,0,0,41,0,0
21641,35,2,8612,15,15,1,1,1,0,0,0,0,37,0,0
13047,23,1,8966,11,9,0,10,0,0,0,0,0,34,0,0
7073,39,2,8037,1,8,1,11,1,0,0,0,0,43,0,0
8026,25,2,902,0,12,1,1,1,0,0,0,0,54,0,0
1613,37,2,1589,1,8,1,13,1,0,0,0,0,39,0,0
19282,27,2,7662,9,13,1,7,1,0,0,93,0,54,0,0
11195,28,5,16069,1,8,1,9,1,0,0,0,0,31,0,0
25828,38,1,10376,0,12,1,1,1,0,0,0,0,39,0,0
12267,11,2,8023,1,8,1,10,1,0,0,0,0,39,7,0
276,27,2,8909,11,9,1,10,1,0,0,90,0,39,0,0
20381,9,2,9661,0,12,1,8,1,0,0,0,0,44,0,0
24937,27,2,11205,0,12,1,13,1,0,0,0,0,39,0,0
27813,23,2,5161,11,9,1,10,1,0,0,0,46,67,0,0
2731,45,2,7975,2,14,1,7,1,0,0,0,0,29,0,0
2925,32,2,3695,12,11,1,9,2,0,1,0,47,39,0,0
9041,33,2,718,0,12,1,2,1,0,0,107,0,39,0,0
2472,13,2,19627,13,10,1,2,5,0,1,0,0,39,2,0
10965,35,2,5869,0,12,6,8,0,0,1,0,84,19,0,0
10136,19,1,7336,0,12,1,7,1,0,0,0,0,44,0,0
13896,38,2,10073,1,8,1,10,1,0,0,107,0,34,0,0
3992,35,2,9634,1,8,2,10,5,0,0,0,0,54,0,0
12120,22,2,18570,1,8,1,9,1,0,0,0,46,45,0,0
20210,26,0,5702,0,12,1,1,1,0,0,0,0,34,0,0
12383,28,2,11825,9,13,1,1,1,0,0,90,0,49,0,0
31182,30,2,1760,11,9,1,10,1,0,0,0,0,39,0,0
6303,34,2,18084,11,9,1,9,1,0,0,0,47,49,0,0
4692,38,1,8695,11,9,2,2,0,0,1,0,0,11,0,0
20224,20,2,10879,2,14,1,7,1,0,0,0,0,49,0,0
25320,15,2,19509,7,7,1,9,1,0,0,0,0,39,0,0
5703,22,1,4371,2,14,1,7,1,0,0,107,0,49,0,0
30835,28,2,16912,13,10,1,10,1,0,0,67,0,37,0,0
21998,39,2,10777,0,12,0,1,0,0,1,96,0,54,0,0
17694,33,2,1418,1,8,1,2,1,0,0,0,0,39,0,0
14671,20,2,10499,1,8,1,8,1,1,0,0,0,39,0,0
17801,21,2,2077,13,10,1,13,1,0,0,0,0,39,0,0
31519,12,2,16116,0,12,1,1,1,0,0,0,0,51,24,0
8962,15,2,8579,2,14,1,7,2,2,1,107,0,49,0,0
17764,35,2,3008,1,8,1,10,1,0,0,0,0,39,0,0
2243,28,2,14738,12,11,1,10,1,0,0,0,0,44,0,0
935,20,2,9525,1,8,1,10,1,0,0,0,0,93,0,0
16052,34,2,9322,1,8,1,11,1,0,0,0,0,49,0,0
